CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
EduFund,FinTech,Pre-seed,300000.0,Gujarat,Changing the way Indians evaluate and plan higher education,2021,"Arindam Sengupta, Eela Dubey",View Trade Holding Corp,2020.0
Pepperfry,FinTech,Debt,30000000.0,Mumbai,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,2021,"Ambareesh Murty, Ashish Shah","InnoVen Capital, Bertelsmann India Investments",2011.0
Zingavita,FinTech,Unknown,400000.0,Chandigarh,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",2021,"Rohit Anand, Sachin Goel",Anicut Angel Fund,2020.0
Hypd Store,FinTech,Pre-seed,3000000.0,New Delhi,"A shop worthy content platform, personalized!",2021,"Ashwarya Garg, Akshay Bhatnagar",ScoopWhoop,2020.0
VerSe Innovation,FinTech,Series H,1000000000.0,Bangalore,Owner of Dailyhunt App and I-Pay,2021,Virendra Gupta,"Canaan Valley Capital, Glade Brook Capital Partners",2007.0
Supersourcing,FinTech,Seed,200000.0,Indore,Build your next app or website with our exclusive network of certified IT companies.,2021,"Mayank Pratap Singh, Aditi Chaurasia","Vijay Shekhar Sharma, Dr Ritesh Malik",2020.0
AutomataPi,FinTech,Seed,400000.0,Powai,AutomataPi is a next generation cognitive business process automation engine.,2021,"Devesh Rao, Manjeet Khopkar, Rahul Hattangdi",Indian Angel Network,2017.0
Newton School,FinTech,Series A,5000000.0,Bangalore,Newton School is a platform to learn and develop skills that you need for your best Tech career.,2021,"Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur",2019.0
TenderCuts,FinTech,Unknown,15000000.0,Chennai,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",2021,Nishanth Chandran,"Paragon Partners, NABVENTURES",2011.0
Siply,FinTech,Seed,1000000.0,Bangalore,Siply Services operates as a micro-savings platform.,2021,"Sousthav Chakrabarty, Anil Bhat",Inflection Point Ventures,2020.0
SarvaGram,FinTech,Series B,10000000.0,Mumbai,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,2021,"Utpal Isser, Sameer Mishra",Elevation Capital,2019.0
Unlu,FinTech,Seed,1000000.0,Gurugram,Personalised Video Shoutout from top celebrities,2021,"Akshay Pruthi, Anurag Dalia, Himanshu Periwal, Vipul Agrawal",EXPERT DOJO,2020.0
GlobalFair,FinTech,Seed,2000000.0,Gurugram,One-stop solution for all your procurement needs,2021,"Ashish Chandra, Shaily Garg","Saama Capital, India Quotient",2020.0
Eduvanz,FinTech,Debt,10000000.0,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2021,"Atul Sashittal, Raheel Shah, Varun Chopra","InCred Financial Services, Vivriti Capital, Northern Arc Capital",2016.0
OwO,FinTech,Unknown,200000.0,Gurugram,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",2021,Hardev Sahu,ah! Ventures,2020.0
Progcap,FinTech,Debt,1000000.0,New Delhi,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,2021,"Pallavi Shrivastava, Himanshu Chandra","Somak Ghosh, M V Nair",2017.0
ABL Workspaces,FinTech,Pre-series A,600000.0,New Delhi,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,2021,"Ankur Gupta, Akshita Gupta",Wurk,2017.0
Nazara Technologies,FinTech,Unknown,10000000.0,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2021,Nitish Mittersain,"Plutus Wealth Management, Turtle Entertainment",2000.0
Scentials,FinTech,Unknown,6000000.0,Mumbai,Scentials is building a unique beauty brands studio platform,2021,"Mahesh Bhupathi, Jinesh Mehta","Ambiga Subramanian, Goutham Ekollu",2018.0
SplashLearn,FinTech,Series C,18000000.0,Gurugram,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,2021,"Arpit Jain, Joy Deep Nath, Mayank Jain, Umang Jain","Accel, Owl Ventures",2018.0
Maya,FinTech,Seed,2200000.0,Bangalore,Maya enables women to keep track of their health via a mobile application.,2021,John Paul,Rajan Anadan,2016.0
GoTo,FinTech,Unknown,150000.0,Ghaziabad,Real Time Intercity City Transit Platform For 1.25 Bn People In India,2021,"Akhilesh Sagar, Harsh Vardhan Sharma",Jesse Lucas,2020.0
MediBuddy,FinTech,Series B,40000000.0,Bangalore,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,2021,"atish Kannan, Enbasekar","IDFC Private Equity, Bessemer Venture Partners",2000.0
Zetwerk,FinTech,Series D,120000000.0,Bangalore,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,2021,"Amrit Acharya, Rahul Sharma, Srinath Ramakkrushnan, Vishal Chaudhary","Sequoia Capital India, Accel",2018.0
Remedico,FinTech,Unknown,500000.0,Hyderabad,Remedico is a Mobile healthcare,2021,Ranjit Bhatia,"Venture Catalysts, Tahseen Consulting",2017.0
PrepBytes,FinTech,Unknown,3000000.0,Gurugram,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,2021,"Aditya Bhushan Verma, Mamta Kumari",Equanimity Ventures,2019.0
SATYA MicroCapital,FinTech,Unknown,20000000.0,New Delhi,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,2021,Vivek Tiwari,"BlueOrchard Finance S A, Gojo & Company",2017.0
YourPhysio,FinTech,Pre-seed,350000.0,Nagpur,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,2021,"Dr Sheetal Mundhada, Ashutosh Mundhada","Better Capital, Titan Capital",2020.0
Aviom Housing Finance,FinTech,Debt,1000000.0,New Delhi,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,2021,Kajal Ilmi,Gojo & Company,2016.0
Hemp Horizons,FinTech,Seed,200000.0,Noida,Cannabis and Hemp company,2021,Rohit Shah,Mumbai Angels,2017.0
MPL,FinTech,Unknown,95000000.0,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2021,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",2018.0
Koo,FinTech,Series A,4100000.0,Bangalore,Koo App operates as a microblogging app.,2021,"Mayank Bidawatka, Aprameya Radhakrishna","3one4 Capital, Accel",2020.0
InnerHour,FinTech,Series A,5200000.0,Mumbai,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,2021,Amit Malik,"Hitesh Oberoi, Lightbox",2016.0
Origo,FinTech,Debt,10000000.0,Gurugram,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.",2021,"Sunoor Kaul, Mayank Dhanuka",YES Bank,2010.0
ExMyB,FinTech,Seed,3000000.0,Gurugram,ExMyB provides financial service and consulting services.,2021,Nishant Behl,Campus Fund,2018.0
Elucidata,FinTech,Pre-series A,5000000.0,New Delhi,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,2021,"Abhishek Jha, Richard Kibbey, Swetabh Pathak",Hyperplane Venture Capital,2015.0
Saveo,FinTech,Seed,4000000.0,Bangalore,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,2021,"Amit Kumar, Anurag Savarnya, Shivansh Shrivastava, Vivek Jaiswal","Matrix Partners India, RTP Global",2019.0
Qin1,FinTech,Pre-series A,3000000.0,Noida,Re-imagining Kids of 21st Century!,2021,Ishan Gupta,Venture Catalysts,2019.0
DotPe,FinTech,Seed,8000000.0,Gurugram,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.",2021,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","Info Edge, Ruizheng Investment",2019.0
Taskmo,FinTech,Unknown,1400000.0,Bangalore,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,2021,"Prashant Janadari, Naveen Ramchandra",Quess Corp India,2018.0
MasterMentors,FinTech,Unknown,1500000.0,West Bengal,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,2021,"Suraj Juneja, Vijay Rachh, and Aaquib Hussain",,2019.0
KIKO TV,FinTech,Pre-series A,3000000.0,Mumbai,KIKO TV is an AI-based short live video e-commerce platform.,2021,Shivam Varshney,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund",2020.0
Quali55Care,FinTech,Seed,3000000.0,Mumbai,Deliver highly durable & affordable medical equipments on rental and sale.,2021,Harddik K Patel,India Accelerator’s Angel Investor Network,2018.0
Ruptok,FinTech,Unknown,10000000.0,New Delhi,Ruptok operates as a fintech platform for gold loans,2021,"Ankur Gupta, Akshita Gupta, Yashwardhan Aeren",Wurk,2020.0
RevFin,FinTech,Unknown,3000000.0,New Delhi,RevFin is a digital lending company.,2021,Sameer Aggarwal,Shell Foundation,2018.0
SeeVC,FinTech,Seed,1000000.0,New Delhi,Leverages artificial intelligence (AI) to build products for the education sector,2021,"Shivam Sood, Lark Aakarshan",Jimmy Singh,2020.0
Junio,FinTech,Unknown,1000000.0,New Delhi,Junio is a kids-focused digital pocket money-smart card.,2021,Shankar Nath,"Kunal Shah, Deepak Abbot",2020.0
VenWiz,FinTech,Seed,300000.0,Bangalore,Digitising the interactions between core industry and vendors for engineering services,2021,"Rajesh Reddy, Sandesh Paturi","Accel, Nexus Venture",2020.0
Vista Rooms,FinTech,Unknown,1000000.0,Mumbai,"Vista Rooms is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""",2021,"Amit Damani, Ankita Sheth, Pranav Maheshwari","Singapore Angel Network, Artha India Ventures",2015.0
Makers Hive,FinTech,Unknown,9000000.0,Hyderabad,"Makers Hive has made it possible to bring the people with amputations together by developing a fully functional, customizable",2021,Pranav Vempati,"Starfish Growth Partners, Investpad",2018.0
Headfone,FinTech,Seed,3000000.0,Bangalore,Headfone helps create and share the audio content with listeners.,2021,"Pratham Khandelwal, Yogesh Sharma",Hashed,2017.0
Zouk,FinTech,Seed,3000000.0,Mumbai,100% Vegan bags from India.,2021,Disha Singh,Titan Capital,2016.0
MPL,FinTech,Unknown,5000000.0,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2021,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",2018.0
GrowFix,FinTech,Seed,2000000.0,Bangalore,Building high-yield Debt assets for retail investors,2021,"Ajinkya Kulkarni, Abhik Patel","Zerodha's Rainmatter Capital, Better Capital",2020.0
Bombay Shaving Company,FinTech,Unknown,6000000.0,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2021,"Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Sixth Sense Ventures, Colgate Palmolive",2016.0
Dunzo,FinTech,Series E,40000000.0,Bangalore,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,2021,"Ankur Aggarwal, Dalvir Suri, Kabeer Biswas, Mukund Jha","Lightbox, Evolvence India Fund",2015.0
BeyondSkool,FinTech,Seed,2000000.0,Mumbai,BeyondSkool is a live upskilling platform for kids,2021,Payal Gaba,Tomorrow Capital,2020.0
Mindler,FinTech,Pre-series A,1000000.0,New Delhi,Mindler is a career counseling company that provides career development guidance counseling services for students.,2021,Prateek Bhargava,"Inflection Point Ventures, DLabs",2015.0
Fashinza,FinTech,Seed,2600000.0,Gurgaon,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.,2021,"Abhishek Sharma, Pawan Gupta","Accel Partners, Elevation Capital",2020.0
BharatPe,FinTech,Debt,6000000.0,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2021,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",2018.0
Turnip,FinTech,Seed,1600000.0,Bangalore,Turnip is a live game streaming and community platform.,2021,"Aditya Sharma, Pooja Dubey",Elevation Capital,2020.0
Furlenco,FinTech,Unknown,2000000.0,Bangalore,Furlenco is a subscription-based furniture rental platform that allows users to rent furniture on a monthly basis.,2021,Ajith Karimpana,BlackSoil Capital,2012.0
Inficold,FinTech,Pre-series A,900000.0,New Delhi,Provide uninterrupted and affordable cooling for refrigeration,2021,"Himanshu Pokharna, Nitin Goel",Shell Foundation,2015.0
KIWI,FinTech,Seed,250000.0,New Delhi,"A peer to peer support network, which would enable billions of users across the world",2021,"Imran Ladiwala, Mishu Ahluwalia","PointOne Capital, Core91 VC",2020.0
Digit Insurance,FinTech,Unknown,3000000.0,Bangalore,Digit Insurance is a financial services company that general insurance services.,2021,Kamesh Goyal,"A91 Partners, Faering Capital",2016.0
BharatPe,FinTech,Debt,10000000.0,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2021,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",2018.0
MFine,FinTech,Unknown,16000000.0,Bangalore,Mfine is an health-tech startup that offers an AI-powered online doctor consultation app.,2021,"Ajit Narayanan, Ashutosh Lawania, Prasad Kompalli","Blockchain Capital, SBI Ven Capital",2017.0
Udayy,FinTech,Seed,2500000.0,Gurgaon,Interactive learning platform for kids,2021,"Saumya Yadav, Mahak Garg, Karan Varshney",Alpha Wave Incubation,2019.0
Lohum,FinTech,Unknown,7000000.0,Noida,Lohum manufactures lithium-ion battery packs and recovers critical battery materials from used lithium-ion batteries through recycling.,2021,Rajat Verma,"Baring Private Equity Partners India, Talbros",2017.0
Darwinbox,FinTech,Unknown,15000000.0,Hyderabad,Darwinbox is an end-to-end enterprise HR software that enables enterprises to automate entire employee lifecycle in one HR platform.,2021,"Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni","Sequoia Capital India, 3one4 Capital",2015.0
DeHaat,FinTech,Series C,30000000.0,Patna,DeHaat connects farmers to suppliers and buyers on a single platform.,2021,"Shashank Kumar, Manish Kumar","Prosus Ventures, RTP Global",2012.0
Samunnati,FinTech,Debt,10000000.0,Chennai,Samunnati is a specialized agriculture value chain enabler providing innovative and customized financial and non-financial solutions.,2021,Anil Kumar,"U.S. International Development Finance Corp, responsAbility",2014.0
Biconomy,FinTech,Seed,1500000.0,New Delhi,Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.,2021,"Ahmed Al-Balaghi, Aniket Jindal, Sachin Tomar","Binance Labs, Zee Prime Capital",2019.0
True Elements,FinTech,Unknown,1000000.0,Pune,"Committed to improving the quality of life, True Elements provides food that is packed with the goodness of nature!",2021,"Puru Gupta, Sreejith Moolayil",RP-Sanjiv Goenka Group,2011.0
Siply,FinTech,Seed,1000000.0,Bangalore,Siply Services operates as a micro-savings platform.,2021,Sousthav Chakrabarty,Inflection Point Ventures,2020.0
Nao Spirits & Beverages Pvt Ltd,FinTech,Series A,2000000.0,New Delhi,India's first Craft Gin company,2021,Anand Virmani,,2016.0
PurpleTutor,FinTech,Seed,300000.0,Mumbai,PurpleTutor is the only coding platform that mandates every teacher to have a formal Computer Science degree,2021,"Gaurav Perti, Yatish Gupta",IvyCap Ventures,2019.0
Karkhana.io,FinTech,Seed,1500000.0,Mumbai,Karkhana.io is an on-demand manufacturing platform with a vision of digitalizing manufacturing.,2021,Sonam Motwani,Zone Startups In,2018.0
SSA Finserv,FinTech,Unknown,3000000.0,Mumbai,Small businesses-focused non-banking lender,2021,Vikas Agarwal,Blue Ashva Capital,2019.0
CoinSwitch Kuber,FinTech,Series A,15000000.0,Bangalore,Coinswitch.co is a cryptocurrency exchange aggregator platform.,2021,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Ribbit Capital, Kunal Shah",2017.0
Paperfly,FinTech,Unknown,11000000.0,Bangalore,Paperfly is an e-commerce fulfillment and nationwide delivery solution in Bangladesh,2021,"Shahriar Hasan, Md Razibul Islam, Rahath Ahmed, Shamsuddin Ahmed",Ecom Express,2016.0
